"title","director","release_year","runtime","subtitle","description","genres","female_protagonist","lgbtq_protagonist","white_protagonist","political/social_or_moral_topic","experimental","cast","watched","avg_rating","X0.5","X1","X1.5","X2","X2.5","X3","X3.5","X4","X4.5","X5","fans","liked","total_ratings","polarization"
"Revenge Girl","Koichiro Miki",2017,110,"","Miki Takaraishi is a smart and beautiful 24-year-old woman, but her personality is not as good. She falls in love with Yuga Saito who is handsome and comes from a politician family. They see each other romantically, but Yugo Saito dumps Miki Takaraishi. To get revenge on Yuga Saito, she decides to run for prime minister. For her election campaign, she hires Toshiya Kadowaki as her campaign strategist.","Action---Comedy---Romance","Yes","No","No","Politics","No","Mirei Kiritani---Nobuyuki Suzuki---Sho Kiyohara---Fumika Baba---Aimi Satsukawa---Shin'ya Ohwada---Aisa Takeuchi---Shiho Sasaki---Show Kasamatsu",525,3.1,13,21,26,47,52,91,41,18,5,12,NA,47,326,2.04134871785743
"Fireheart","Theodore Anthony Lee Ty",2022,92,"Every dream starts with a spark.","The film explores the world of firefighters in 1920s New York City and tells the story of a 16-year-old girl who will have to become a hero in order to save her city.","Adventure---Animation---Family---Comedy","Yes","Unknown","Yes","Gender discrimination in the workplace","No","Olivia Cooke---Kenneth Branagh---William Shatner---Laurie Holden---Kevin Dennis---Ryan W. Garcia---Mara Junot---Wilex Ly---Maya Misaljevic---Scott Humphrey---Shoshana Sperling---Mark Edwards---Dawn Ford---Matthew Alan Taylor",4285,2.9,44,100,138,441,625,954,386,304,44,144,NA,543,3180,1.93884836582638
"Columbus","Kogonada",2017,104,"In the middle of all the mess… there was this.","When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.","","No","Unknown","No","Addiction and family responsibility","No","John Cho---Haley Lu Richardson---Michelle Forbes---Rory Culkin---Parker Posey---Erin Allegretti---Shani Salyers Stiles---Reen Vogel---Rosalyn R. Ross---Lindsey Shope---Jem Cohen---Caitlin Ewald---Jim Dougherty---Joseph Anthony Foronda---Alphaeus Green, Jr.---Wynn Reichert",162454,4,308,685,707,2859,4149,14120,20897,39549,20223,19901,5100,60141,123398,1.77880413784381
"The Great Game","Jacques Feyder",1934,110,"","Pierre , a young lawyer, has enormous debts due to his mistress Florence and her whims of luxury life. Pierre has gone too far and put the family firm in jeopardy. They ask him to expatriate. To avoid scandal, Pierre joins the Foreign Legion. In Morocco, near the desert, Pierre goes with his comrades of the Legion to a bar-restaurant-brothel, owned by a shady character, Mr. Clement . Clement lives more or less with Ms.Blanche who is a fortune teller with cards, as a hobby. But Clement is also after his girls now and then. Pierre is still obsessed with Florence but he meets Irma , one of Clement’s girls, who is the double of Florence except for hair color. Irma has had an accident and has lost part of her memory at a certain point of her recent past, and Pierre slowly persuades himself she is Florence, but cannot remember it. Advised by Ms.Blanche, Irma finally accepts to act as if she was Florence because she is falling in love with Pierre. ×","","No","No","Yes","Debt and scandal leading to expatriation","No","Marie Bell---Pierre Richard-Willm---Charles Vanel---Georges Pitoeff---Camille Bert---André Dubosc---Pierre Larquey---Lyne Clevers---Harry Nestor---Pierre de Guingand---Louis Florencie---Pierre Labry---Claude Marcy---Olga Velbria---Françoise Rosay---Jacques Normand---Simone Cerdan---Geno-Ferny---Frédérix---Lucien Guérard---Jean-François Martial---Henri Chomette",493,3.5,1,1,2,12,23,82,78,85,20,18,1,94,322,1.75572390021121
"Au Pair Girls","Val Guest",1972,85,"The New Sleep-IN Thing!","Four sexy young foreign girls come to England as au pairs and quickly become quite intimate with their employers, host families, and just about everyone else they encounter.","","Yes","No","Yes","No","No","Gabrielle Drake---Astrid Frank---Me Me Lai---Nancie Wait---Richard O'Sullivan---Ferdy Mayne---Julian Barnes---John Standing---Geoffrey Bayldon---Daphne Anderson---Lyn Yeldham---Joyce Heron---Steve Patterson---Trevor Bannister---Johnny Briggs---Roger Avon---John Le Mesurier---Rosalie Crutchley---Harold Bennett---Derek Gray---Charles Morgan---Marianne Stone---Norman Chappell---Robin Ford---Christine Donna---Milton Reid---Marcia Fox---Carole Catkin---Maria Coyne---Jack Arrow",549,3,10,24,51,88,69,81,26,21,1,4,NA,60,375,1.93726661591115
"Inside Llewyn Davis","Ethan Coen",2013,104,"","In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.","Music---Drama","No","No","Yes","Artist's dilemma / Struggle of artistic integrity vs. commercial success","No","Oscar Isaac---Carey Mulligan---Justin Timberlake---Ethan Phillips---Robin Bartlett---Max Casella---Jerry Grayson---Jeanine Serralles---Adam Driver---Stark Sands---John Goodman---Garrett Hedlund---Alex Karpovsky---Helen Hong---Bradley Mott---Michael Rosner---Bonnie Rose---Jack O'Connell---Ricardo Cordero---Sylvia Kauders---Ian Jarvis---Diane Findlay---Ian Blackman---Steve Routman---Susan Blommaert---Amelia McClain---James Colby---Charlotte Booker---Mike Houston---Sam Haft---F. Murray Abraham---Jason Shelton---Frank Ridley---John Ahlin---Jake Ryan---Declan Bennett---Erik Hayden---Daniel Everidge---Jeff Takacs---Nancy Blake---Stephen Payne---Roberto Lopez---Benjamin Pike---Marcus Mumford---Leonard Zimmerman",485840,4,517,1621,1391,7279,9132,37801,53369,106691,55853,58834,8200,152319,332488,1.75302000949136
"The Boys & Girl from County Clare","John Irvin",2003,91,"","In Ireland in the mid 1960s, two feuding brothers and their respective Ceilidh bands compete at a music festival.","Comedy---Romance---Music","Yes","No","Yes","No","No","Colm Meaney---Bernard Hill---Shaun Evans---Andrea Corr---Ian Shaw---Charlotte Bradley---Eamonn Owens---Stephen Brennan---Malachy Bourke---Patrick Bergin---Margi Clarke---Brendan O'Hare---Leslie Bingham---Philip Barantini---Frank Twomey---Emmet Kirwan---Noel Bridgeman---Russell Smith---Aidan Mulholland---Pat Laffan---Jo Taylor---Bridie Canning---Cha Cha Seigne---Rob Kolar---Philip Richie---Marc O'Shea---James Doran---Nuala O'Neill---Brian Devlin---Catherine Byrne---Sean Brown---Aiden McKenna---Billy Boylan---Pascal Scott---Alan Crozier---T. P. McKenna---Frank Kelly---Horace Oliver---Paul Francis---Zela Gayle---Aisling McCaffery---Zelia Attzs---Elliott Ngubane---Mary Jordan",383,3.3,3,3,10,18,39,89,27,32,5,4,NA,45,230,1.79679553202035
"Extremely Wicked, Shockingly Evil and Vile","Joe Berlinger",2019,111,"The story behind America’s most notorious serial killer.","A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.","Drama---Crime","Yes","No","Yes","True crime / Serial killer psychology","No","Zac Efron---Lily Collins---Kaya Scodelario---Jeffrey Donovan---Angela Sarafyan---Dylan Baker---Brian Geraghty---Terry Kinney---Haley Joel Osment---James Hetfield---Grace Victoria Cox---Jim Parsons---John Malkovich---Sydney Vollmer---Macie Carmosino---Ava Inman---Morgan Pyle---Richard K. Jones---Justin Inman---Alan B. Jones---Maya Berlinger---Derek Snow---Leilani Barrett---Ryan Wesley Gilreath---Ken Strunk---Jared Joplin---Justin McCombs---Joe Berlinger---Brandon Trost---Tim Young---Torrie Wiggins---Chris Petty---Kevin McClatchy---Paul Kulis---Michael Simkin---Tess Talbot---David Myers Gregory---Ming Wang---Sarah Berlinger---Claire Sinofsky---Caroline Hurwitz---Savannah Rodin---James Harper---Forba Shepherd---Barry Mulholland---Joey Boyd---Ally Sereda---Grace Balbo---Amy Greene---Chris Hahn---Rajiim A. Gross---Calvin David Jones III---James Siderits---Bret Aaron Knower---John E. Brownlee---Jerry Mullins",336162,3.1,1651,4645,5503,21556,28338,63823,40163,31941,5607,9210,252,43332,212437,1.90992507977893
"None Shall Escape","André de Toth",1944,85,"NAZIS! QUISLINGS! WOMEN KILLERS! FIRST COMPLETE STORY OF THE TRIAL OF THE NAZI WAR CRIMINALS!","Through flashbacks, the story of a Nazi war criminal is exposed.","War---Drama","No","No","Yes","Holocaust and war crimes","No","Marsha Hunt---Alexander Knox---Henry Travers---Erik Rolf---Dorothy Morris---Richard Crane---Ruth Nelson---Richard Hale---Kurt Kreuger---Trevor Bardette---Frank Jaquet---Ray Teal---Art Smith---Shirley Mills---George Lessey---Elvin Field---Dick Gordon",1727,3.6,0,2,5,42,60,292,417,322,57,60,1,407,1257,1.63051221412553
"Nightmare 2","Marko Äijö",2014,77,"","Nightmare 2 – Painajainen jatkuu (Nightmare 2 - nightmare continues) is a sequel to the horror film Nightmare – painajainen merellä (Nightmare - nightmare at the sea), continuing the horror spin-off series of a popular Finnish daytime soap opera Salatut Elämät (Secret Lives).","Comedy---Horror","Yes","Unknown","Yes","No","No","Sara Parikka---Mikko Parikka---Tommi Taurula---Tero Tiittanen---Sara Lohiniva---Jasmin Voutilainen---Patrik Borodavkin---Emil Hallberg---Hemmo Karja---Jarmo Hyttinen---Karri Kontturi---Karoliina Blackburn---Henry Pöyhiä---Sampsa Tuomala---Waltteri Suihkonen",466,2.7,98,75,31,31,7,11,3,0,0,4,NA,9,260,1.58035524079371
"Stolen Identity","Hideo Nakata",2018,116,"","After a man accidentally leaves his smartphone in a taxi, he and his girlfriend are plagued by stalkers and cybercrimes.","Crime---Mystery","Yes","Unknown","No","Cybercrime and privacy invasion","No","Keiko Kitagawa---Kei Tanaka---Yudai Chiba---Ryo Narita---Jun Kaname---Bakarhythm---Maryjun Takahashi---Taizo Harada---Miwako Kakei---Yuki Sakurai---Airi Matsuyama",1059,2.9,16,40,55,144,137,183,95,61,6,15,NA,76,752,1.98164681450292
"Sheena","John Guillermin",1984,117,"Part animal. Part legend. All woman.","Sheena’s parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey, are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena’s ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.","Adventure---Fantasy---Action","Yes","No","Yes","Colonialism/Racism","No","Tanya Roberts---Ted Wass---Donovan Scott---Elizabeth of Toro---France Zobda---Trevor Thomas---Clifton Jones---John Forgeham---Errol John---Sylvester Williams---Bob Sherman---Michael Shannon---Nancy Paul---Kathryn Gant---Kirsty Lindsay---Nick Brimble---Paul Gee---Dave Cooper---Tim Ward-Booth---Wilbur Nyabungo---Oliver Litondo---Louis Mahoney---Shane Mwigerere---Tom Mwangi---Margarita Ndisi---Joseph Olita---Lenny Juma---William Allot---Lucy Wangiu Gishomo---Mick Ndisho",4153,2.5,77,232,244,558,404,405,144,97,14,36,3,425,2211,1.97984474303886
"Cleaners","Glenn Barit",2019,79,"","Different students from a high school cleaners group each deal with different pressures of being clean and pure while also discovering that the world is dirty and superficial to begin with.","Comedy---Drama---Animation","Yes","Unknown","No","Coming-of-age, purity and societal expectations in a Catholic school","Yes","Ianna Taguinod---Leomar Baloran---Julian Narag---Carlo Mejia---Gianne Rivera---Charise Mabbonag---Allan Gannaban---Andrei Marquez---Christina Artillaga---Robby Delos Angeles---Joylord Lenato---Jack Yabut---Sunshine Teodoro---Justine Mallillin---Thea Lacanlalay---Vida Ronquillo---Babes Belen---Lilia Andres---May Ann Quilang---Erikson Sabareza---Randy Casirayan---Nealson Alvarado---John Jogil Ducado---John Escobar---Tiara Orig---Ham Bangayan---Aurea Barit---Vicente Tarayao---Adelia H. Lingan",13046,4,11,33,62,163,200,719,1172,2742,1776,3660,771,6579,10538,1.64031002154774
"Air Bud: Seventh Inning Fetch","Robert Vince",2002,93,"He’s A Natural Baseball Player With Major League Talent!","Josh is off to his first year of college and Buddy has stayed behind with Josh’s little sister Andrea and the rest of the family. Andrea, attempting to fit in with her Jr. High classmates, decides to join the baseball team and along the way discovers that Buddy is a talented baseball player.","Comedy---Family","Yes","No","Yes","Animal welfare","No","Kevin Zegers---Caitlin Wachs---Chantal Strand---Molly Hagan---Patrick Cranshaw---Nicholas Harrison---Cynthia Stevenson---Richard Karn---Brennan Robinson---Jeff Terrell---Shayn Solberg---Frank C. Turner---Jeffrey Ballard---Jay Brazeau---Jason Bryden---James Crescenzo---Heather Feeney---Ellen Kennedy---Kenya Jo Kennedy---Nels Lennarson---Dagmar Midcap---Jonathan Ndukwe---Michael Teigen---Max D. Golden---Doug Funk---Ian Ross McDonald---Jim Hughson",12730,2.5,251,625,487,1162,614,777,190,255,44,258,34,818,4663,2.06788947745014
"Memories Within Miss Aggie","Gerard Damiano",1974,75,"Nothing Is Missing From Aggie’s Life… Except Aggie","As snow falls outside, Aggie tries desperately to remember the circumstances under which she met her companion. As she plays through in her mind a series of possible scenarios, only to dismiss each as a false past, she inadvertently begins to reveal an increasingly dark portrait of her true self, leading to the unexpected and shocking reality of their relationship.","Horror---Thriller---Mystery","Yes","Unknown","Yes","No","Yes","Deborah Ashira---Patrick Farrelly---Kim Pope---Mary Stuart---Darby Lloyd Rains---Eric Edwards---Harry Reems---Ralph Herman---Christopher Kersen---Leo Zorba---Rolf Beck",632,3.4,2,3,8,18,25,87,111,111,51,20,2,184,436,1.83841354018686
"Bugs Bunny’s Looney Christmas Tales","Friz Freleng",1979,22,"","A TV movie special that compiles of a few Looney Tunes episodes centered around an episode of a Christmas Carol, with the part of Scrooge played by Yosemite Sam.","TV Movie---Animation---Comedy","No","No","No","Christmas and generosity","No","Mel Blanc---June Foray",1001,3.3,1,9,5,45,64,190,95,51,12,31,NA,159,503,1.78393210061493
"Doraemon: Nobita’s New Dinosaur","Kazuaki Imai",2020,111,"","Nobita accidentally finds a fossil dinosaur egg mixed with rocks in the dinosaur fossil exhibition site that he had visited before. He returns it to its original state with the ‘time blanket’.","Fantasy---Animation---Science Fiction---Comedy---Family---Adventure","No","Unknown","No","No","No","Wasabi Mizuta---Megumi Oohara---Yumi Kakazu---Tomokazu Seki---Subaru Kimura---Kotono Mitsuishi---Takuya Kimura---Aya Endo---Rie Kugimiya---Naomi Watanabe",2814,3.4,4,13,14,67,119,457,369,451,90,214,7,436,1798,1.81261475238681
"How I Learned to Fly","Radivoje ‘Raša’ Andrić",2022,87,"","12-year-old Sofija is seemingly facing a boring summer vacation with two grandmothers. However, new friendships, a first kiss, and long kept family secrets will turn this summer on the idyllic Adriatic island of Hvar into a priceless experience and an unforgettable adventure.","","Yes","Unknown","Yes","Growing up and forgiveness","No","Klara Hrvanović---Olga Odanović---Snježana Sinovčić---Žarko Laušević---Luka Bajto---Ema Kereta Rogić---Benjamín Lacko",2049,3.6,15,18,21,50,59,212,233,348,121,300,7,557,1377,1.90708269727654
"The U","Billy Corben",2009,102,"In the ’80s college football was hit by a hurricane","Throughout the 1980s, Miami, Florida, was at the center of a racial and cultural shift taking place throughout the country. Overwhelmed by riots and tensions, Miami was a city in flux, and the University of Miami football team served as a microcosm for this evolution. The image of the predominantly white university was forever changed when coach Howard Schnellenberger scoured some of the toughest ghettos in Florida to recruit mostly black players for his team. With a newly branded swagger, inspired and fueled by the quickly growing local Miami hip hop culture, these Hurricanes took on larger-than-life personalities and won four national titles between 1983 and 1991. Filmmaker Billy Corben, a Miami native and University of Miami alum, will tell the story of how these “Bad Boys” of football changed the attitude of the game they played, and how this serene campus was transformed into “The U.” ×","","No","No","No","Racial and cultural shift in 1980s Miami and college football integration","No","Billy Corben---Luther Campbell---Jimmy Johnson---Michael Irvin",5055,3.8,3,5,7,42,119,462,635,978,283,289,8,1043,2823,1.69240901901228
"The Motorcycle Diaries","Walter Salles",2004,126,"Let the world change you…and you can change the world.","Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.","","No","No","Yes","Social class struggle in Latin America","No","Gael García Bernal---Rodrigo de la Serna---Mercedes Morán---Mía Maestro---Jean Pierre Noher---Lucas Oro---Marina Glezer---Sofia Bertolotto---Franco Solazzi---Ricardo Díaz Mourelle---Gustavo Bueno---Antonella Costa---Natalia Lobo---Erto Pantoja---Cristián Chaparro---Cristian Arancibia---Gabriela Aguilera---Constanza B. Majluf---Víctor Hugo Ogaz---Fernando Farías---Pablo Macaya---Vilma Verdejo---Jaime Azócar",113001,3.9,92,235,206,1121,1900,9051,13581,22995,7343,9343,1400,27954,65867,1.70623143686651
"Triumph in the Skies","Matt Chow",2015,100,"","Young pilot Branson recently takes over Skylette, his father’s aviation empire, only to realise his old flames Cassie is a flight attendant there. Several years ago, he was forced to break up with her and move to New York to take care of his father’s business. To this day, the two continue to harbour feelings for each other but decide to keep them bottled up. In an effort to rebrand the airline, Branson invites rock idol TM to star in an upcoming commercial and appoints Sam as her flying consultant. In congruent in both tastes and experience, this odd couple gets off on the wrong foot. As the shoot progresses, however, they slowly discover each other’s merits, developing a strong mutual attraction. Jayden has left Skylette Airline to become a pilot for private jets. He meets the young and vivacious Kika during a flight and assumes her to be wayward and shallow… ×","Drama---Romance---Comedy","Yes","No","No","No","No","Louis Koo---Sammi Cheng Sau-Man---Francis Ng Chun-Yu---Julian Cheung---Charmaine Sheh Sze-Man---Amber Kuo---Liu Junxiao---Ma Kwok-Ming---Elena Kong Mei-Yee---Jun Kung---Liao Jingsheng---Pinky Hui---Lindy Pieri---Noni Harrison---Océane Zhu---Louisa Ng---Osanna Chiu",399,2.7,34,48,23,42,31,33,10,8,0,1,NA,16,230,1.97585264185531
"Sweet Movie","Dušan Makavejev",1974,98,"A socio-erotic comedy.","The winner of the Miss World Virginity contest marries, escapes from her masochistic husband and ends up involved in a world of debauchery.","","Yes","Unknown","Yes","Commodity culture and communism","Yes","Carole Laure---Pierre Clémenti---Anna Prucnal---Sami Frey---John Vernon---Jane Mallett---Roy Callender---Marpessa Dawn---Don Arioli---Otto Muehl---Otmar Bauer---Sonny Forbes---Robin Gammell---Max Fischer---Michèle Mercure---Beverly Murray---Catherine Sola---Roland Topor---Vivian Vachon",15098,3.2,469,547,414,814,860,1657,1340,1607,599,919,103,3065,9226,2.1939270670175
"Louder Than Words","Anthony Fabian",2013,95,"Love will build what’s ahead.","After the unexpected death of their daughter, a couple work to build a state of the art children’s hospital where families are welcomed into the healing process.","","No","Unknown","Yes","Grief and healthcare philanthropy","No","Adelaide Kane---David Duchovny---Timothy Hutton---Xander Berkeley---Hope Davis---Victoria Tennant---Craig Bierko---Scott Cohen---Ben Rosenfield---Cassidy Hinkle---Morgan Griffin---Olivia Steele-Falconer---Madison Beer",363,3.1,4,16,18,39,43,56,21,16,2,5,NA,35,220,1.98593042285775
"Snake’s Fang","Masoud Kimiai",1990,105,"","Reza, the veteran worker of a print house whose sight is adversely affected because of his job, loses his mother. Finding the gloom reigning over the home beyond bearing, he departs to overcome his sorrows. He ends up at a hostel where he shares his room with a southern guy called Ahmad who has a group of orphan war-stricken children under his wing. After the initial inkling gives way to the friendship, Reza discovers that Ahmad’s patron plies his trade in black-market. At the same time, Reza’s sister is constantly beaten and humiliated by her husband for being infertile. ×","Thriller---Drama---Action","No","Unknown","Unknown","Post-war corruption and black market in Iran","No","Faramarz Sadighi---Golchehre Sajadieh---Ahmad Najafi---Jalal Moghadam---Shahed Ahmadlou---Reza Khandan---Nersi Korkia---Fariba Kowsari---Saeid Pirdoost",327,3.3,12,19,16,23,30,48,33,29,3,8,NA,48,221,2.12638770289914
"The Triumph of Love","Clare Peploe",2001,112,"Seduction, persuasion and utter confusion…a romantic comedy that aims for the heart.","A princess is determined to restore her homeland’s throne to its rightful heir, a young prince with whom she falls in love.","Romance---Comedy---Drama","Yes","No","Yes","Monarchy and legitimacy of rule","No","Mira Sorvino---Ben Kingsley---Fiona Shaw---Rachael Stirling---Jay Rodan---Ignazio Oliva---Luis Molteni",436,3.3,4,5,12,37,26,71,34,26,7,7,NA,43,229,1.95675475140264
"Tutto molto bello","Paolo Ruffini",2014,86,"","Antonio and Giuseppe meet at the hospital, while awaiting the birth of their respective first children. The two leave together for a quick lunch, ending up involved against their will in an odyssey of amusing setbacks and bizarre characters.","","No","Unknown","Yes","No","No","Paolo Ruffini---Frank Matano---Gianluca Fubelli---Nina Seničar---Ahmed Hafiene---Angelo Pintus---Chiara Francini---Pupo---Paolo Calabresi---Chiara Gensini---Niccolò Senni---Alessandra Schiavoni---Simona Colombari---Michael Righini---Daniel Tonelli---Enrica Guidi---Saverio Marconi---Jacqueline Ferry---Anis Gharbi---Aymen Mabrouk---Lallo Circosta---Salvatore Misticone---Nicola Di Gioia---Claudia Campolongo---Antonio Fiorillo---Simonetta Cartia",772,2.5,190,127,51,43,31,11,5,8,1,4,NA,34,471,1.61672774027033
"Shaun the Sheep Movie","Mark Burton",2015,85,"Moving on to Pastures New.","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it’s up to Shaun and the flock to return everyone safely to the green grass of home.","Comedy---Family---Adventure---Animation","No","No","Unknown","No","No","Justin Fletcher---John Sparkes---Omid Djalili---Rich Webber---Kate Harbour---Tim Hands---Simon Greenall---Andy Nyman---Emma Tate---Jack Paulson---Sean Connolly---Henry Burton---Dhimant Vyas---Sophie Laughton---Nia Medi James---Stanley Unwin---Nick Park",141428,3.6,350,887,747,3316,4169,15887,17158,20315,4758,7228,251,24442,74815,1.84444377882152
"Fata Morgana","Werner Herzog",1971,76,"","Shot under extreme conditions and inspired by Mayan creation theory, the film contemplates the illusion of reality and the possibility of capturing for the camera something which is not there. It is about the mirages of nature—and the nature of mirage.","","No","No","Unknown","No","Yes","Lotte Eisner---Wolfgang Bächler---Manfred Eigendorf---Günther W. Welpert---Eugen des Montagnes---James William Gledhill---Wolfgang von Ungern-Sternberg",11224,3.5,38,97,104,363,558,1588,1433,1545,448,512,35,2363,6686,1.9089517365479
"Lions Love","Agnès Varda",1969,110,"The Creators of “Hair” and “Viva” in a Film by Agnes Varda.","Three actors in Hollywood live and love together. A director comes from New York to make a movie about actors and Hollywood.","","Yes","Unknown","Yes","No","Yes","Viva---James Rado---Gerome Ragni---Shirley Clarke---Carlos Clarens---Eddie Constantine---Max Laemmle---Steve Kenis---Hal Landers---Billie Dixon---Richard Bright---Peter Bogdanovich---Lyndon B. Johnson---Ethel Kennedy---Robert F. Kennedy---Coretta Scott King---Michael McClure---Jim Morrison---John XXIII.---Peter Rafelson---Rip Torn---Agnès Varda---Andy Warhol",11426,3.4,44,146,158,563,695,1854,1598,1572,486,581,84,2910,7697,1.9560753479521
"Selva. A Portrait of Parvaneh Navaï","Maria Klonaris",1982,75,"","Trance dances and out of body projection. In front of the camera, Parvaneh Navaï becomes a mediator who enters in contact with and immerses into the energies of Nature, while her own energy radiates and echos in the forest (“selva”). The camera amplifies and expands her presence, transforming the forest into an imaginary space. The camera becomes a painter’s brush.","","Yes","Unknown","Unknown","No","Yes","Parvaneh Navaï",1085,3.9,2,8,7,14,20,47,73,160,120,133,13,417,584,1.8157770514368
"The Wife","Björn Runge",2017,100,"Secrets lie between the lines","A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.","","Yes","No","Yes","Gender roles and authorship credit","No","Glenn Close---Jonathan Pryce---Christian Slater---Max Irons---Harry Lloyd---Annie Starke---Elizabeth McGovern---Johan Widerberg---Karin Franz Körlof---Richard Cordery---Jan Mybrand---Anna Azcárate---Peter Forbes---Fredric Gildea---Jane Garioni---Alix Wilton Regan---Nick Fletcher---Mattias Nordkvist---Suzanne Bertish---Grainne Keenan---Isabelle von Meyenburg---Morgane Polanski---Twinnie Lee Moore---John Moraitis---Michael Benz---Johanna Andersson---Catharina Christie---Carolin Stoltz---Håkan Pettersson---Ossian Skarsgård",58317,3.5,89,325,509,2293,3575,10108,10798,10192,2086,1951,28,9041,41926,1.80135768565159
"Friends for Life","Franco Rossi",1955,100,"Friendship…an experience that delights the young and young at heart…","Mario and the new kid Franco gradually become the best of friends, but their friendship is tested when one of them wins a competition.","Family---Comedy---Drama","No","No","Yes","Friendship and Betrayal","No","Geronimo Meynier---Andrea Sciré---Vera Carmi---Luigi Tosi---Carlo Tamberlani",902,3.7,0,2,1,13,17,96,87,194,82,298,76,480,790,1.62056963448195
"Plain Clothes","Martha Coolidge",1988,98,"An Undercover Nightmare.","To prove his brother’s innocence, undercover officer Nick enrolls in high school again, dealing with crushes, bullies, humiliations, popularity swings, and quirky teachers and staff to find the real murderer.","Comedy---Action---Crime---Romance---Thriller---Mystery","No","Unknown","Yes","No","No","Arliss Howard---Suzy Amis---George Wendt---Diane Ladd---Seymour Cassel---Larry Pine---Jackie Gayle---Abe Vigoda---Robert Stack---Alexandra Powers---Peter Dobson---Loren Dean---Harry Shearer---Reginald VelJohnson---Max Perlich---James D. Parker Jr.---Tee Dennard---Brenda Hayes---Jennifer Krug---Michael Watson---Landon Wine---Anthony D. Pancho---Kimberley Pistone---Bernie Pock---Kitty Murray---Mack Harrell---Scott Martinez---Marya Delia Javier---Jeff Young---Joe Rockey---Raven Hutchinson---Jonathon Allen Haxby---Darren Lay---James Lopez---Phoebe Augustine---Dawn Johnson---Juliet Hartford---John Pendleton---Shaunn Baker---Mary Seto---Letia Sue Lewis---Megan Anne Wyatt---David Hrolicka---Tamao George Yasutake---Rachna Eav---Bridget Hoffman",931,3.2,2,16,12,66,107,231,101,33,5,17,1,169,590,1.72419250088858
"Lord Shango","Ray Marsh",1975,92,"The Blood, The Shock, The Sacrifice of the SHANGO Ceremony!","A tribal priest returns from the dead to take his revenge on non-believers.","Horror---Drama","Yes","Unknown","No","Religious and cultural conflict","Yes","Marlene Clark---Lawrence Cook---Wally Taylor---Avis McCarther---Bill Overton---Stanley Greene---John R. Russell---B.A. Ward---Sandi Franklin---Ethel Ayler---Ella Mitchell---Dwayne Oliver",747,3.2,3,15,11,52,69,184,104,83,21,10,NA,167,552,1.84941600724309
"Kanden Kadhalai","R. Kannan",2009,144,"","After his encounter with a chirpy girl, Anjali, during their train journey, a depressed Sakthivel’s attitude towards life changes. Though he is attracted to her, he agrees to help her unite with her lover.","","Yes","No","No","No","No","Bharath Srinivasan---Tamannaah Bhatia---Sapan Saran---Santhanam---Nizhalgal Ravi---Manobala---Deepa Venkat---N. Azhagamperumal---Ravichandran---Shammu---Singamuthu---Pandu---Lollu Sabha Jeeva",1504,3.3,2,9,16,58,99,243,171,127,22,42,3,250,789,1.84164019701351
"Adventures in the Sin Bin","Billy Federighi",2012,101,"","Brian is a private school student who routinely lends his van out so fellow students can have sex in it. When he is invited to become friends with Tony, the school’s big man on campus, he hopes to get some romantic pointers so that he might use his van himself with dream girl Suzie. Things become more complicated, however, when he discovers Tony is sleeping with Suzie himself.","","No","No","Yes","No","No","Michael Seater---Emily Meade---Bo Burnham---Brian Petsos---Tim Blake Nelson---Gillian Jacobs---Jeff Garlin---Ben McKenzie---Chance Bone---Gabriel Notarangelo---Nick Bastounes---Brenda Marie King---Stephanie Kerbis---Jennifer Monce---Billy Dec---Rengin Altay---Carol Federighi---Vanessa Bayer---Hilary Anderson---Brad Morris---Govind Kumar---Barbara E. Robertson",1117,2.9,19,56,73,115,105,132,67,54,8,26,4,182,655,2.10006111939931
"Dive Bomber","Michael Curtiz",1941,132,"WINGS TO THE WIND…EYES TO THE SKIES!","A military surgeon teams with a ranking navy flyer to develop a high-altitude suit which will protect pilots from blacking out when they go into a steep dive.","","No","Unknown","Yes","Aviation medicine and military preparedness","No","Errol Flynn---Fred MacMurray---Ralph Bellamy---Alexis Smith---Robert Armstrong---Regis Toomey---Allen Jenkins---Craig Stevens---Herbert Anderson---Moroni Olsen---Dennie Moore---Louis Jean Heydt---Cliff Nazarro---Russell Hicks---Howard Hickman---Charles Smith---Ann Doran---Addison Richards---Harold Miller---Bert Moorhouse---Bert Stevens---Gig Young",806,3.2,3,7,9,52,85,202,101,53,6,6,NA,125,524,1.70022051753032
